Nam_Type_Istoch;List_RN
BNi3.S1;никель-63
BNi3.S1.1;никель-63
BNi3.S1.2;никель-63
BNi3.S2;никель-63
BNi3.S2.1;никель-63
BNi3.S3;никель-63
BNi3.S3.1;никель-63
BNi3.S3.2;никель-63
BNi3.S3.3;никель-63
BNi3.S3.4;никель-63
BNi3.S4;никель-63
BNi3.S4.1;никель-63
BNi3.S4.2;никель-63
BNi3.S5;никель-63
BNi3.S5.1;никель-63
BNi3.S6;никель-63
BNi3.S6.1;никель-63
BRu6.X;рутений-106
BSr0;стронций-90
BSr0.01;стронций-90
BSr0.02;стронций-90
BSr0.02X;стронций-90
BSr0.03;стронций-90
ГС75М11.10;селен-75
ГС75М11.111;селен-75
ГС75М11.112;селен-75
ГС75М11.140;селен-75
ГС75М11.20;селен-75
ГС75М11.212;селен-75
ГС75М11.311;селен-75
ГС75М11.312;селен-75
ГС75М11.40;селен-75
ГС75М11.411;селен-75
ГС75М11.412;селен-75
ГС75М11.512;селен-75
ГС75М11.611;селен-75
ГС75М11.711;селен-75
ГС75М11.811;селен-75
ГС75М11.90;селен-75
ГС75М11.910;селен-75
ГС75М12;селен-75
ГС75М12.111;селен-75
ГС75М12.112;селен-75
ГС75М12.140;селен-75
ГС75М12.212;селен-75
ГС75М12.311;селен-75
ГС75М12.312;селен-75
ГС75М12.411;селен-75
ГС75М12.412;селен-75
ГС75М12.451;селен-75
ГС75М12.512;селен-75
ГС75М12.611;селен-75
ГС75М12.711;селен-75
ГС75М12.712;селен-75
ГС75М12.811;селен-75
ГС75М12.910;селен-75
ГС75М13;селен-75
ГС75М13.111;селен-75
ГС75М13.112;селен-75
ГС75М13.140;селен-75
ГС75М13.212;селен-75
ГИИД-1;иридий-192
ГИИД-10-0,5;иридий-192
ГИИД-10-1;иридий-192
ГИИД-10-1,5;иридий-192
ГИИД-10-2;иридий-192
ГИИД-10-3;иридий-192
ГИИД-10-4;иридий-192
ГИИД-11-0,5;иридий-192
ГИИД-11-1;иридий-192
ГИИД-11-1,5;иридий-192
ГИИД-11-2;иридий-192
ГИИД-11-3;иридий-192
ГИИД-11-4;иридий-192
ГИИД-11а-0,5;иридий-192
ГИИД-11а-1;иридий-192
ГИИД-11а-1,5;иридий-192
ГИИД-11а-2;иридий-192
ГИИД-11а-3;иридий-192
ГИИД-11а-4;иридий-192
ГИИД-12-0,5;иридий-192
ГИИД-12-1;иридий-192
ГИИД-12-1,5;иридий-192
ГИИД-12-2;иридий-192
ГИИД-12-3;иридий-192
ГИИД-12-4;иридий-192
ГИИД-12а-0,5;иридий-192
ГИИД-12а-1;иридий-192
ГИИД-12а-1,5;иридий-192
ГИИД-12а-2;иридий-192
ГИИД-12а-3;иридий-192
ГИИД-12а-4;иридий-192
ГИИД-13-0,5;иридий-192
ГИИД-13-1;иридий-192
ГИИД-13-1,5;иридий-192
ГИИД-13-2;иридий-192
ГИИД-13-3;иридий-192
ГИИД-14-0,5;иридий-192
ГИИД-14-1;иридий-192
ГИИД-14-1,5;иридий-192
ГИИД-14-2;иридий-192
ГИИД-14-3;иридий-192
ГИИД-15-0,5;иридий-192
ГИИД-15-1;иридий-192
ГИИД-15-1,5;иридий-192
ГИИД-15-2;иридий-192
ГИИД-15-3;иридий-192
ГИИД-15-4;иридий-192
ГИИД-2;иридий-192
ГИИД-2-5;иридий-192
ГИИД-2-6;иридий-192
ГИИД-3;иридий-192
ГИИД-4;иридий-192
ГИИД-4М;иридий-192
ГИИД-5;иридий-192
ГИИД-6;иридий-192
ГИИД-7;иридий-192
ГИИД-8-0,5;иридий-192
ГИИД-8-1;иридий-192
ГИИД-8-1,5;иридий-192
ГИИД-8-2;иридий-192
ГИИД-8-3;иридий-192
ГИИД-9-0,5;иридий-192
ГИИД-9-1;иридий-192
ГИИД-9-1,5;иридий-192
ГИИД-9-2;иридий-192
ГИК;кобальт-60
ГИК-10-1;кобальт-60
ГИК-10-2;кобальт-60
ГИК-10-3;кобальт-60
ГИК-1-1;кобальт-60
ГИК-11-1;кобальт-60
ГИК-11-2;кобальт-60
ГИК-1-2;кобальт-60
ГИК-12-1;кобальт-60
ГИК-12а-1;кобальт-60
ГИК-12а-2;кобальт-60
ГИК-12а-3;кобальт-60
ГИК-12а-4;кобальт-60
ГИК-1-3;кобальт-60
ГИК-13-1;кобальт-60
ГИК-1-4;кобальт-60
ГИК-14-1;кобальт-60
ГИК-1-5;кобальт-60
ГИК-1-5м;кобальт-60
ГИК-16;кобальт-60
ГИК-17;кобальт-60
ГИК-17М;кобальт-60
ГИК-18;кобальт-60
ГИК-19;кобальт-60
ГИК-2;кобальт-60
ГИК-2-0;кобальт-60
ГИК-2-1;кобальт-60
ГИК-2-10;кобальт-60
ГИК-2-11;кобальт-60
ГИК-2-12;кобальт-60
ГИК-2-13;кобальт-60
ГИК-2-14;кобальт-60
ГИК-2-15;кобальт-60
ГИК-2-16;кобальт-60
ГИК-2-17;кобальт-60
ГИК-2-18;кобальт-60
ГИК-2-2;кобальт-60
ГИК-2-3;кобальт-60
ГИК-2-4;кобальт-60
ГИК-2-5;кобальт-60
ГИК-2-6;кобальт-60
ГИК-2-7;кобальт-60
ГИК-2-8;кобальт-60
ГИК-2-9;кобальт-60
ГИК-2-К;кобальт-60
ГИК-3-1;кобальт-60
ГИК-3-2;кобальт-60
ГИК-4-1;кобальт-60
ГИК-4-2;кобальт-60
ГИК-5-1;кобальт-60
ГИК-5-2;кобальт-60
ГИК-5-3;кобальт-60
ГИК-5-4;кобальт-60
ГИК-57;кобальт-57
ГИК-57-I;кобальт-57
ГИК-57-II;кобальт-57
ГИК-57-III;кобальт-57
ГИК-6-1;кобальт-60
ГИК-6-2;кобальт-60
ГИК-6-3;кобальт-60
ГИК-7-1;кобальт-60
ГИК-7-2;кобальт-60
ГИК-7-3;кобальт-60
ГИК-7-4;кобальт-60
ГИК-7а-1;кобальт-60
ГИК-7а-2;кобальт-60
ГИК-7а-3;кобальт-60
ГИК-7а-4;кобальт-60
ГИК-7м-1;кобальт-60
ГИК-7м-2;кобальт-60
ГИК-7м-3;кобальт-60
ГИК-7м-4;кобальт-60
ГИК-8-1;кобальт-60
ГИК-8-2;кобальт-60
ГИК-8-3;кобальт-60
ГИК-8-4;кобальт-60
ГИК-9;кобальт-60
BSr0.04;стронций-90
BSr0.042;стронций-90
BSr0.043;стронций-90
BSr0.044;стронций-90
BSr0.04x;стронций-90
BSr0.05;стронций-90
BSr0.10.P3;стронций-90
BSr0.36;стронций-90
BSr0.37;стронций-90
BSr0.38;стронций-90
BSr0.39;стронций-90
BSr0.4.P1;стронций-90
BSr0.40;стронций-90
BSr0.401;стронций-90
BSr0.404;стронций-90
BSr0.7.D3;стронций-90
ГО119мГ3.1;олово-119м
ГО119мГ3.2;олово-119м
ГО119мГ3.3;олово-119м
ГО-21;цезий-137
ГРа6;радий-226
ГС7;цезий-137
ГС7.012.1;цезий-137
ГС7.012.11;цезий-137
ГС7.012.4;цезий-137
ГС7.012.5;цезий-137
ГС7.012.6;цезий-137
ГС7.012.8;цезий-137
АА243Д.26;америций-243
АГИ;барий-133
АДИ;плутоний-239
АДС;золото-195
АДС-1;золото-195
АДС-10;золото-195
АДС-11;золото-195
АДС-2;золото-195
АДС-3;золото-195
АИА-Д1;америций-241
АИА-Д2;америций-241
АИА-Д3;америций-241
АИА-Д4;америций-241
АИП8-1;плутоний-238
АИП8-2;плутоний-238
АИП8-3;плутоний-238
АИП8-4;плутоний-238
АИП8-5;плутоний-238
АИП8-Д;плутоний-238
АИП-МИР-3А;плутоний-239
АИП-Н;плутоний-239
АИП-Н-I;плутоний-239
АИПРА;плутоний-238
АИП-РИГ;плутоний-239
АИП-РИД;плутоний-239
АИП-ЭДГХ;плутоний-239
АИПЭЛ-12;плутоний-238
АИПЭЛ-24;плутоний-238
АИПЭЛ-6;плутоний-238
АК244;кюрий-244
АК244D;кюрий-244
АК244Д;кюрий-244
АК244Д.28;кюрий-244
АК244Д.29;кюрий-244
АК244Д.29 (для РФА);кюрий-244
АК244Д.38 (для обратного рассеяния);кюрий-244
АК244Д1;кюрий-244
АК-30;изотопы плутония
АКЛ-13;изотопы плутония
AMN.16;америций-241
AMN.168;америций-241
AMN.17;америций-241
AMN.18;америций-241
AMN.19;америций-241
AMN.2071;америций-241
AMN.2072;америций-241
AMN.22;америций-241
AMN.23;америций-241
AMN.24;америций-241
AMN.25;америций-241
AMN.2643;америций-241
AMN.2645;америций-241
AMN.2653;америций-241
AMN.2655;америций-241
AMN.2665;америций-241
AMN.2673;америций-241
AMN.2675;америций-241
AMN.CY;америций-241
AMNK;америций-241
AMNK 7062;америций-241
AMNK 7190;америций-241
AMNK 7431;америций-241
AMNK 7443;америций-241
AMNK 8253;америций-241
AMNK 8254;америций-241
AMNQ;америций-241
AMNQ 4578;америций-241
AMNQ 6031;америций-241
AMNQ 9337;америций-241
AMNQ 9927;америций-241
AMNV;америций-241
AMNV 340;америций-241
AMNV 997;америций-241
APu8;плутоний-238
APu8.07.1;плутоний-238
APu8.2.2;плутоний-238
APu8.41;плутоний-238
BA3;барий-133
BA330000001M;барий-133
BA330000005M;барий-133
BA330000010M;барий-133
BA330000100U;барий-133
BA330110001M;барий-133
BA330110005M;барий-133
BA330110010M;барий-133
BA330110100U;барий-133
BA330150001M;барий-133
BA330150005M;барий-133
BA330150010M;барий-133
BA330150100U;барий-133
BA330240001M;барий-133
ГС75М14.312;селен-75
ГС75М14.411;селен-75
ГС75М14.412;селен-75
ГС75М14.512;селен-75
ГС75М14.611;селен-75
ГС75М14.711;селен-75
ГС75М14.811;селен-75
ГС75М14.910;селен-75
ГСOO.061.1;кобальт-60
ГСOO.061.2;кобальт-60
ГСOO.061.3;кобальт-60
ГСOO.061.4;кобальт-60
ГСS7.012.1;цезий-137
ГСО0.061;кобальт-60
ГСО0.061.1;кобальт-60
ГСО0.061.2;кобальт-60
ГСО0.061.3;кобальт-60
ГСО0.061.4;кобальт-60
ГЦ-139Г2.3;церий-139
CS7P17-10004C;цезий-137
CS7P17-10006C;цезий-137
CS7P17-10008C;цезий-137
CS7P17-10010C;цезий-137
CS7P200001C;цезий-137
CDCB 1904;цезий-137
CDC 7910;цезий-137
CDC 7911;цезий-137
CDC 7913;цезий-137
CDC 7914;цезий-137
CDC 7915;цезий-137
CDC 7916;цезий-137
CDC 7917;цезий-137
CDC 7918;цезий-137
CDC 7922;цезий-137
CDC 801;цезий-137
CS7A39160100U;цезий-137
CS7P010001M;цезий-137
CS7P010005M;цезий-137
CS7P010500U;цезий-137
CS7P020001M;цезий-137
СН3 РО5 7/20/3;тритий
СН3 РО7 2/15/3;тритий
СН3 РО7 2/6/3;тритий
CP17.90;селен-75
CS7;цезий-137
CS7P030250M;цезий-137
CS7P030500M;цезий-137
CS7P030500U;цезий-137
CS7P040001M;цезий-137
CS7P040010M;цезий-137
CS7P040100M;цезий-137
CS7P040500M;цезий-137
CS7P040750M;цезий-137
CS7P041000M;цезий-137
CS7P041500M;цезий-137
CS7P0500003C;цезий-137
CS7P050001C;цезий-137
CS7P050002C;цезий-137
CS7P050500M;цезий-137
CS7P130001M;цезий-137
CS7P130002M;цезий-137
CS7P130005M;цезий-137
CS7P130010M;цезий-137
CS7P130050M;цезий-137
CS7P130100M;цезий-137
CS7P170001C;цезий-137
CS7P170001M;цезий-137
CS7P170002C;цезий-137
CS7P170010M;цезий-137
CS7P170100M;цезий-137
CS7P170500M;цезий-137
CS7P170750M;цезий-137
GAm1.10;америций-241
GAm1.11;америций-241
GAm1.12;америций-241
GAm1.13;америций-241
GAm1.14;америций-241
GAm1.14.X;америций-241
GAm1.18;америций-241
GAm1.2.01;америций-241
GAm1.211;америций-241
GAm1.212;америций-241
MCo7.123;кобальт-57
MCo7.1231;кобальт-57
БИС-М;стронций-90; иттрий-90
БИС-М-1;стронций-90; иттрий-90
БИС-М-2;стронций-90; иттрий-90
БИС-М-3;стронций-90; иттрий-90
БИС-М-4;стронций-90; иттрий-90
БИС-М-ЛА;стронций-90; иттрий-90
БИС-МН;стронций-90; иттрий-90
БИС-МН-1;стронций-90; иттрий-90
БИС-МН-2;стронций-90; иттрий-90
БИС-МН-4;стронций-90; иттрий-90
БИС-МНА;стронций-90; иттрий-90
БИС-МНА-1;стронций-90; иттрий-90
XPu8.132;плутоний-238
XPu8.133;плутоний-238
XSn9.133;олово-119м
YB9;иттербий-169
YB936030001C;иттербий-169
YB936030100M;иттербий-169
BKr5.Р04.111;криптон-85
BKr5.Р04.233;криптон-85
6П9-632;плутоний-239
6П9-633;плутоний-239
6П9-634;плутоний-239
6П9-635;плутоний-239
6П9-636;плутоний-239
6СО-536;стронций-90; иттрий-90
6СО-537;стронций-90; иттрий-90
6СО-801;стронций-90; иттрий-90
6СО-802;стронций-90; иттрий-90
6СО-803;стронций-90; иттрий-90
6СО-804;стронций-90; иттрий-90
6СО-805;стронций-90; иттрий-90
6СО-806;стронций-90; иттрий-90
6СО-807;стронций-90; иттрий-90
6У4;уран-234
6У4-102;уран-234
6У4-103;уран-234
6У4-162;уран-234
6У4-252;уран-234
6У4-402;уран-234
6У4-631;уран-234
6У4-632;уран-234
6У8;уран-238
MSn9;олово-119м
MSn9.111;олово-119м
MSn9.112;олово-119м
MSn9.113;олово-119м
MSn9.114;олово-119м
MSn9.133;олово-119м
MSn9.134;олово-119м
EU230110500U;европий-152
EU230150001M;европий-152
EU230150005M;европий-152
EU230150010M;европий-152
EU230150020M;европий-152
CDC 92;цезий-137
CDC 93;цезий-137
2СО-802;стронций-90; иттрий-90
2СО-803;стронций-90; иттрий-90
ОСГИ-3-1;кадмий-109
ОСГИ-3-1;кобальт-57
ОСГИ-3-1;кобальт-60
ОСГИ-3-1;марганец-54
ОСГИ-3-1;натрий-22
ОСГИ-А;кадмий-109
ОСГИ-А;кобальт-57
ОСГИ-А;кобальт-60
ТНТ 1411;тритий
ТНТ 141100.11;тритий
ТНТ 1412;тритий
ТНТ 1413;тритий
ТНТ 1415;тритий
ТНТ 1415М;тритий
ТНТ 143;тритий
ТНТ 143-01;тритий
ТНТ 144;тритий
ТНТ 145;тритий
ТНТ 1450;тритий
ТНТ 1450-01;тритий
