Nam_Type_Istoch;List_RN
РИТ238-Н/2;Торий-232
ГИ192М34.5;иридий-192
ОМАСН (Am Co Ce Ba);америций-241; кобальт-57; церий-139; барий-133
ОМАСН (Am);америций-241
КНК15У1;уран-235
Источник бета излучения;Никель-63
HK252M11.17;калифорний-252
Офтальмоаппликатор (ОА);рутений-106
CO0.А86;кобальт-60
CDC.CY 16;цезий-137
A3201;америций-241
ГСОО.061.3;кобальт-60
RBa3.1.1;барий-133
RCo7.1.1;кобальт-57
RCs7.1.1;цезий-137
RCs7.1.2;цезий-137
GBa3.19;барий-133
GCo0.19;кобальт-60
GCo7.19;кобальт-57
PNG-GC;тритий
BNi3.S3.3.R;никель-63
ИК-В3;уран-235
тритий-титановая мишень;тритий
MCo7.192;кобальт-57
XFe5.24;железо-55
6CO-53;стронций-90; иттрий-90
4839 FTC-CF;калифорний-252
1П9-54;плутоний-239
радиометрический;Стронций-90
БДПП-2К-1;уран-235
БДПП-3-2;уран-235
NER-588;криптон-85
MCo7.1148;кобальт-57
Калибровочный источник;плутоний-239
Калибровочный источник;натрий-22
QA;стронций-90; иттрий-90
CDC 3802;цезий-137
М37С04-05;цезий-137
CDC2016-0100;цезий-137
РКШЕ.944450.002.;иттрий-90
AGAm1.96;америций-241
АО 95 0001-2014;плутоний-242
ОСО 95 1299-2011;уран-233
САИ-05И-01;барий-133
6С0-214;стронций-90; иттрий-90
6С0-324;стронций-90; иттрий-90
6С0-215;стронций-90; иттрий-90
6С0-325;стронций-90; иттрий-90
никель-63;никель-63
1С0-134;стронций-90; иттрий-90
1С0-214;стронций-90; иттрий-90
1С0-215;стронций-90; иттрий-90
1С0-216;стронций-90; иттрий-90
2С0-214;стронций-90; иттрий-90
2С0-215;стронций-90; иттрий-90
2С0-216;стронций-90; иттрий-90
3С0-134;стронций-90; иттрий-90
3С0-137;стронций-90; иттрий-90
3С0-214;стронций-90; иттрий-90
3С0-215;стронций-90; иттрий-90
3С0-324;стронций-90; иттрий-90
3С0-534;стронций-90; иттрий-90
4С0-214;стронций-90; иттрий-90
4С0-215;стронций-90; иттрий-90
4С0-216;стронций-90; иттрий-90
4С0-217;стронций-90; иттрий-90
4С0-534;стронций-90; иттрий-90
5С0-325;стронций-90; иттрий-90
5С0-326;стронций-90; иттрий-90
5С0-327;стронций-90; иттрий-90
6С0-136;стронций-90; иттрий-90
6С0-326;стронций-90; иттрий-90
6С0-537;стронций-90; иттрий-90
ЗИНК-244;кюрий-244
GCs7.27;цезий-137
Rco0.1.1;кобальт-60
НР-237;радий-226
ЭН-2В;плутоний-239
M85K01-29;криптон-85
GCo0.11;кобальт-60
GNa2.11;натрий-22
Nickel-63;никель-63
ОСО ИСУ;уран-235
ОСО ИСУ;уран-235; уран-238
ОСО ИСУ;уран-238
ОСК;свинец-210, полоний-210
КИ101/06Э;стронций-90; иттрий-90
камера деления КНТ 30-5;уран-235
АРЕВ 28-3;тритий
GNa2.M.29.2;натрий-22
М85К01-27;криптон-85
CDC38015;цезий-137
IУ;бериллий-10; плутоний-238
IУ;плутоний-238; бериллий-10
ПГЛ3;титан-44
М37С02-18;цезий-137
M37C0839;цезий-137
РИТ-90-550/85000-120;стронций-90
KR5E040500M;криптон-85
2;калий-40; цезий-137; радий-226; торий-232
КИ 101/06Э;стронций-90; иттрий-90
1С0-804;стронций-90; иттрий-90
Cs-137, Eu-152, Am-241;цезий-137; европий-152; америций-241
Co-60, Cs-137, Eu-152, Am-241;кобальт-60; цезий-137; европий-152; америций-241
ОА 1.1.1;стронций-90; иттрий-90
ОА 1.1.2;стронций-90; иттрий-90
ОА 1.1.5;стронций-90; иттрий-90
ОА 1.2.1;стронций-90; иттрий-90
ОА 2.1.1;стронций-90; иттрий-90
ОА 2.1.2;стронций-90; иттрий-90
ОА 2.1.3;стронций-90; иттрий-90
ОА С 16;стронций-90; иттрий-90
СН3.РО5.7/25/3;тритий
КАСК7987;криптон-85
ПГЛ.3;титан-44
азотнокислый;цезий-134
АКH;америций-241
АКH-2;хром-51
АКH-Т-10;марганец-54
АКH-Т-10;натрий-22
HCF2.011.6;калифорний-252
HCF2.011.9;калифорний-252
HК252.М11.18;калифорний-252
двухсторонняя мишень;уран-235
КТВ-4;уран-235
нейтронный источник;калифорний-252
нейтронный источник;плутоний-238
HCF2.01-1.7;калифорний-252
Естественный уран на подложке;уран-238
Металическая фольга;уран-238
АС339;кобальт-60
ГCs7.028.2;цезий-137
ЭН-7В;плутоний-239
GCs7.15;цезий-137
Ж83-Р919-02;тритий
ПФ5-40;тритий
Стержневой источник;кобальт-60
CDC 806;цезий-137
CDC 807;цезий-137
CDC2016-0020;цезий-137
M37C04-09;цезий-137
M37C04-16;цезий-137
M37C04-23;цезий-137
Плутон;плутоний-238
ОИСН-АЛЬФА;плутоний-238; плутоний-239; плутоний-242
ОИСН-БЕТА;калий-40
Плутон;кобальт-60
Плутон;натрий-22
Плутон;стронций-90
ОИСН-234;уран-234; уран-238
BNi3.K.C3.4.R;никель-63
КНТ-2;торий-232
РБМ-К7.Сб.262-1.4;иод-125
Подвеска КД РБМ-К9.Сб.235;уран-235
Подвеска КД РБМ-К9.Сб.241;уран-235
Подвеска СУЗ-В РБМ-К9.Сб.245;Уран-235
Подвеска ШДК РБМ-К7.Сб.232;уран-235
РБИ;углерод-14
ЗРИ из состава РИП;никель-63
Калибр. фильтр;торий-232
Nikel-63;никель-63
А3201-4;цезий-137
Pip tag;кобальт-60
CDC2016-0200;цезий-137
GBa 3.061.4;барий-133
ГСО84002003;плутоний-239
ГСО84012003;уран-235
ОСНИ;уран-235
ОСНИ;уран-235; европий-152
ОСНИ;уран-235; кобальт-60; цезий-137
1CO-123;стронций-90; иттрий-90
ИБН-8-156;плутоний-238
ИБН-8-157;плутоний-238
ИБН-8-556;плутоний-238
RU6.A08;рутений-106
RU6.A10;рутений-106
VZ-2946;криптон-85
PHCX1385;прометий-147
SIFQ5792;стронций-90
стронций-90;стронций-90
ВН3.531;тритий
KAC10882;криптон-85
GCo0.15;кобальт-60
ГСО 10964-2017;радий-226
ГСО 10966-2017;торий-232
ГСО 10973-2017;радий-226; торий-232
19513-11;кобальт-60
ОСО 95.132-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.133-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.135-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.138-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.141-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.142-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.147-92;уран-234; уран-235; уран-236; уран-238
ОСО 95.152-92;уран-234; уран-235; уран-236; уран-238
ОСО 95.156-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.158-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.163-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.168-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.178-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.180-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.182-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.183-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.186-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.195-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.198-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.200-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.205-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.208-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.212-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.214-90;уран-234; уран-235; уран-236; уран-238
ОСО 95.227-92;уран-234; уран-235; уран-236; уран-238
ОСО 95.531-98;уран-234; уран-235; уран-236; уран-238
KACB 10687;криптон-85
P 2608-100;кобальт-60
ГСS7.011.13;цезий-137
Am-241+Li;америций-241
ГНТ1-30;тритий
БВИ;тритий
ИБИ;тритий
ИБИ (источник бетта-излучения);тритий
СО (241Am02-Li);америций-241
техне-ций-99;технеций-99
microSelectron-HDR V2;иридий-192
Field Verifie Calibrator;торий-232
М85К01-33;криптон-85
А3888;цезий-137
B;никель-63
T-17;стронций-90; иттрий-90
CDC2016-0010;цезий-137
ИГСН;цезий-137
Со0.А87;кобальт-60
BSr.0.02;Стронций-90
SGD/O;цезий-137
57157С;цезий-137
CS10;цезий-137
A 3201-4;цезий-137
NSRU;Америций-241
NSRU;Америций-241+бериллий
ИГН;тритий
ОМАСН(Eu);европий-152
Гамма-нож Elekta;кобальт-60
A 3888;натрий-22
PHCB 4745;прометий-147
АМ1.Р08;америций-241
GCs7.464;цезий-137
КГИ  U-235;уран-235
МП 0974;плутоний-239
МП 2864;плутоний-239
МУ 10.389;уран-235
МУ 3.117;уран-235
CDC 38015;цезий-137
CDC 38750;цезий-137
М37С02-05;цезий-137
M37C02-02;цезий-137
M37C04-27;цезий-137
M37C09-29;церий-137
М37С24-44;цезий-137
ГИ192M53;иридий-192
М37С02-02;цезий-137
М37С02-19;цезий-137
М37С02-23;цезий-137
5С0-134;стронций-90; иттрий-90
5С0-135;стронций-90; иттрий-90
ОИСН-22-4,5;натрий-22
ВН3.731;тритий
6С0-534;стронций-90; иттрий-90
GCo7.16;кобальт-57
GCs7.T2;цезий-137
GCs7.T5;цезий-137
6П9-134;стронций-90; иттрий-90
ТРИБ-90-200/30800-95;стронций-90; иттрий-90
ТРИБ-90-230-95;стронций-90; иттрий-90
NCf252.07.05;калифорний-252
1С0-534;стронций-90; иттрий-90
1С0-535;стронций-90; иттрий-90
3С0-536;стронций-90; иттрий-90
2С0-135;стронций-90; иттрий-90
6С0-804;стронций-90; иттрий-90
6С0-805;стронций-90; иттрий-90
6С0-137;стронций-90; иттрий-90
6С0-327;стронций-90; иттрий-90
4С0-137;стронций-90; иттрий-90
6С0-216;стронций-90; иттрий-90
6С0-217;стронций-90; иттрий-90
3С0-535;стронций-90; иттрий-90
2С0-804;стронций-90; иттрий-90
2С0-325;стронций-90; иттрий-90
NCf.82;Калифорний-252
BSr0.43;Стронций-90
MSm1.X20X;самарий-151
RCo7.1.2;кобальт-57
GNa2.M.29.1;натрий-22
IIб-1;никель-63
MCo7.1134;кобальт-57
ИМН-Г-3;барий-133; цезий-134; цезий-137; калий-40; натрий-22; америций-241; кобальт-60
STB A 3916-7;цезий-137
еИ3.399.113;уран-235
еИ3.399.113-01;уран-238
КНТ 34 ВШЛК.418221.020;уран-238
КНТ 34-2 ВШЛК.418221.057;уран-238
A3916;цезий-137
ОК;уран-234; уран-235; уран-236; уран-238
ИГИ-Ц-3-18;цезий-137
ТГТН191;тритий
1T4;таллий-204
ISOXSRCE;европий-155; натрий-22
RD-23;уран-234; уран-238
Контрольный источник (Сосуд Маринелли);калий-40; цезий-137
Контрольный источник (Сосуд Маринелли);цезий-137; калий-40
радионуклидный источник гамма-излучения;калий-40; цезий-137
Калибровочн. источни;калий-40; цезий-137
EP1;радий-226
СПД;радий-226
ТНТ147-03;тритий
ПФ2-120-04;тритий
Т19-Л282;тритий
5С0-215;стронций-90; иттрий-90
КДУ-2;кобальт-60
КДУС-1;кобальт-60
EM145;стронций-90
EG1;цезий-137
EM445;америций-241
ПФ2-120-03;тритий
AMN.CY3;америций-241
спецназначения;калий-40; цезий-137; стронций-90
спецназначения;радий-226; торий-228; калий-40; цезий-137; кобальт-60
спецназначения;цезий-137
ОЗРИ;иод-125
ОСГИ-РТ;иттрий-88
ОСГИ-РТ;торий-228
ОСГИ-П;кобальт-60
ОСГИ-П;цезий-137
